gene_symbol,Nucks1
pvalue,0.177975
mouse_strain,C57BL
analysis_id,x9m811ji7097zne
mouse_life_stage,Late adult
parameter_id,IMPC_EYE_007_001
gene_accession_id,MGI:1934811
parameter_name,Cornea
