gene_accession_id,MGI:2441730
gene_symbol,Tbl1xr1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_032_001
pvalue,0.5375184
parameter_name,Effector NK cells - % of NK cells
analysis_id,8c6nnx3kk30wyg5
