parameter_id,HRWLLA_OFD_017_001
gene_symbol,Kdm5b
gene_accession_id,MGI:1922855
analysis_id,otszzc8f4k0vw1f
parameter_name,Center average speed
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.05619893
