mouse_life_stage,Middle aged adult
analysis_id,9b6fmq0sif478mh
pvalue,0.4470875
parameter_name,Distance travelled - total
parameter_id,JAXLA_OFD_020_001
mouse_strain,C57BL
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
