parameter_id,IMPC_CBC_024_001
gene_symbol,Ola1
gene_accession_id,MGI:1914309
analysis_id,8j5228d8cb91az4
parameter_name,UIBC (unsaturated iron binding capacity)
mouse_strain,C57BL
pvalue,0.3333753
mouse_life_stage,Early adult
