gene_symbol,Col11a1
analysis_id,c15nuq7jtmyh401
parameter_id,IMPC_ABR_008_001
gene_accession_id,MGI:88446
parameter_name,18kHz-evoked ABR Threshold
mouse_strain,C57BL
mouse_life_stage,E18.5
pvalue,0.8785426
