gene_symbol,Rab17
gene_accession_id,MGI:104640
parameter_id,HMGULA_CBC_018_001
parameter_name,Glucose
pvalue,0.06798934
mouse_life_stage,Early adult
analysis_id,nio2updtqsxd973
mouse_strain,C57BL
