parameter_name,Creatinine
mouse_strain,C57BL
analysis_id,2984mh70e2ps3vc
pvalue,0.7759801
gene_symbol,Sla2
parameter_id,IMPC_CBC_005_001
gene_accession_id,MGI:1925049
mouse_life_stage,Early adult
