gene_symbol,Bmi1
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
parameter_id,IMPC_DXA_006_001
pvalue,0.4922828
analysis_id,119789533lwuyf9
parameter_name,Body length
mouse_strain,C57BL
