parameter_id,IMPC_ABR_006_001
parameter_name,12kHz-evoked ABR Threshold
gene_accession_id,MGI:108072
pvalue,0.05419581
gene_symbol,Traf6
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,3e5648v037xwvhe
