gene_symbol,Mecom
pvalue,0.4289669
mouse_strain,C57BL
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
gene_accession_id,MGI:95457
mouse_life_stage,E12.5
analysis_id,5sfcy08v22g8640
parameter_id,MGP_IMM_017_001
