gene_symbol,Plcb1
mouse_strain,C57BL
gene_accession_id,MGI:97613
pvalue,0.3080962
parameter_id,JAXLA_DXA_003_001
mouse_life_stage,Late adult
parameter_name,Lean mass
analysis_id,48830le6v67el9c
