gene_symbol,Nipal3
analysis_id,1q0yv853z6dr209
parameter_name,Contact righting
mouse_life_stage,Early adult
gene_accession_id,MGI:1921802
parameter_id,JAXLA_CSD_077_001
mouse_strain,129SV
pvalue,0.6097642
