parameter_name,Body weight
mouse_strain,C57BL
gene_accession_id,MGI:2140475
analysis_id,0z56h3229t0m7q1
pvalue,0.7084744
mouse_life_stage,Middle aged adult
parameter_id,M-G-P_009_001_003
gene_symbol,AU040320
