parameter_id,IMPC_EYE_024_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
pvalue,0.4736723
gene_symbol,Cds2
parameter_name,Retinal Blood Vessels
analysis_id,6739953h73sx9sb
mouse_strain,129SV
