pvalue,0.8355573
mouse_life_stage,E12.5
analysis_id,3nh71061oc5o454
parameter_id,TCPLA_CSD_030_001
gene_accession_id,MGI:1914071
parameter_name,Tremor
mouse_strain,C57BL
gene_symbol,Bcs1l
