parameter_id,IMPC_ABR_002_001
gene_accession_id,MGI:1336200
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,715qikk26r1t32s
pvalue,0.7856085
gene_symbol,Hpca
parameter_name,Click-evoked ABR threshold
