gene_symbol,Mecom
parameter_name,Total CD4+ T cells - % of CD45+
gene_accession_id,MGI:95457
parameter_id,MGP_IMM_071_001
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,t7188n0j3pc6t12
pvalue,0.9788097
