parameter_id,HMGULA_CBC_017_001
analysis_id,3hv2gn90i785564
parameter_name,Triglycerides
gene_symbol,Mms22l
mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.6415593
gene_accession_id,MGI:2684980
