parameter_id,MGP_CSD_064_001
pvalue,0.8271985
analysis_id,b0ooyjk07z17pqr
parameter_name,Head morphology
gene_symbol,Mapkap1
mouse_strain,C57BL
gene_accession_id,MGI:2444554
mouse_life_stage,Early adult
