gene_symbol,Mapkap1
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
pvalue,0.7183139
mouse_strain,C57BL
analysis_id,7o3zw21r86c60y1
parameter_name,Resting CD8+ T cells - % of CD8+
parameter_id,MGP_MLN_014_001
