gene_symbol,Hpca
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_XRY_059_001
pvalue,0.1159347
gene_accession_id,MGI:1336200
parameter_name,Shape of ribcage
analysis_id,o1694b0yhi4cc4r
