parameter_id,MGP_CSD_064_001
analysis_id,599jx7d08hmlq95
pvalue,0.7834128
gene_accession_id,MGI:3650254
parameter_name,Head morphology
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Zfp683
