gene_symbol,AU040320
parameter_id,JAX_OFD_015_001
mouse_strain,C57BL
parameter_name,Center resting time
pvalue,0.4992879
gene_accession_id,MGI:2140475
mouse_life_stage,Middle aged adult
analysis_id,yu9a5pux4ukv2lr
