parameter_id,IMPC_EYE_027_001
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,5v49jht655c7i60
gene_symbol,Snap23
parameter_name,Persistence of hyaloid vascular system
gene_accession_id,MGI:109356
pvalue,0.4027991
