parameter_id,IMPC_IMM_034_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
analysis_id,ot95y9pq1bppvyv
pvalue,0.23369
gene_symbol,Frmpd1
parameter_name,CD8 CD44-CD62L+ T cells
