gene_symbol,BCS1L
mouse_life_stage,Early adult
analysis_id,926i74zo99uiu17
parameter_id,IMPC_IMM_063_001
parameter_name,B Cells
pvalue,0.1914647
gene_accession_id,MGI:1914071
mouse_strain,C57BL
