gene_symbol,Hpca
mouse_strain,C57BL
gene_accession_id,MGI:1336200
analysis_id,1e9qud65t05s019
pvalue,0.9227398
parameter_name,CD103+ CD11b-low cDC - % of CD45+
parameter_id,MGP_IMM_131_001
mouse_life_stage,Late adult
