gene_symbol,Nucks1
parameter_id,IMPC_XRY_002_001
gene_accession_id,MGI:1934811
pvalue,0.9001728
mouse_life_stage,Middle aged adult
parameter_name,Zygomatic bone
mouse_strain,C57BL
analysis_id,e6630z2535azjx4
