gene_symbol,Ddx27
pvalue,0.2425508
parameter_id,MGP_CSD_008_001
mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
parameter_name,Startle response
analysis_id,6284oawezeear14
