mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,56736i7ol32q9jq
parameter_name,End-Diastolic Diameter
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
pvalue,0.4513965
parameter_id,IMPC_ECH_002_001
