gene_symbol,Galnt13
gene_accession_id,MGI:2139447
parameter_name,Zygomatic bone
parameter_id,IMPC_XRY_002_001
mouse_strain,C57BL
pvalue,0.5322103
mouse_life_stage,Late adult
analysis_id,s642cr81v48q7e0
