gene_symbol,Mov10
mouse_strain,C57BL
pvalue,0.9101686
mouse_life_stage,Early adult
gene_accession_id,MGI:97054
parameter_name,Hemoglobin
parameter_id,IMPC_HEM_003_001
analysis_id,txg37q2x33j1y66
