mouse_life_stage,Late adult
parameter_id,IMPC_CBC_012_001
mouse_strain,C57BL
gene_symbol,Frmpd1
analysis_id,0y36to182vo1tux
parameter_name,Aspartate aminotransferase
pvalue,0.6758725
gene_accession_id,MGI:2446274
