parameter_id,HRWLLA_OFD_011_001
mouse_strain,C57BL
parameter_name,Periphery resting time
pvalue,0.3876001
gene_symbol,Dnajc8
analysis_id,rv806fu88xvo53y
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
