parameter_id,IMPC_XRY_002_001
pvalue,0.9446271
parameter_name,Zygomatic bone
mouse_strain,C57BL
gene_symbol,Snap23
analysis_id,30118y0283k164e
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
