gene_symbol,Maco1
pvalue,0.3649576
parameter_id,IMPC_HEM_038_001
analysis_id,7a220nilu7sw716
gene_accession_id,MGI:1913396
parameter_name,Basophil differential count
mouse_life_stage,Early adult
mouse_strain,C57BL
