parameter_name,Whole arena resting time
parameter_id,JAXLA_OFD_007_001
mouse_strain,C57BL
pvalue,0.767386
mouse_life_stage,Middle aged adult
gene_symbol,Snap23
gene_accession_id,MGI:109356
analysis_id,1363gxnh406m223
