gene_symbol,Amigo1
mouse_strain,C57BL
analysis_id,01w7095e38qcqev
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_051_001
gene_accession_id,MGI:2653612
parameter_name,Monocytes
pvalue,0.1325982
