parameter_id,HMGULA_CBC_018_001
mouse_strain,129SV
analysis_id,f5ujb0o6015r1xd
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
parameter_name,Glucose
gene_symbol,Arpc2
pvalue,0.572253
