gene_accession_id,MGI:3588214
gene_symbol,Rufy4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_067_001
pvalue,0.09261207
parameter_name,Resting CD4+ T helper cells - % of CD45+
analysis_id,7nx8i32klw84n82
