parameter_id,M-G-P_007_001_011
mouse_life_stage,Late adult
parameter_name,center - resting time
gene_symbol,AU040320
mouse_strain,C57BL
pvalue,0.2794834
gene_accession_id,MGI:2140475
analysis_id,332995742go3olq
