parameter_id,IMPC_EYE_062_001
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,6ae08ci8i6q1ttt
parameter_name,Right total retinal thickness
pvalue,0.9293273
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
