gene_symbol,Zyg11b
mouse_strain,C57BL
parameter_id,IMPC_HEM_030_001
analysis_id,7u7o6rm9t20r91m
gene_accession_id,MGI:2685277
mouse_life_stage,E18.5
pvalue,0.9090764
parameter_name,Neutrophil cell count
