gene_symbol,Frmpd1
parameter_name,Humerus
gene_accession_id,MGI:2446274
parameter_id,IMPC_XRY_021_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,16341yk0zn2wrp2
pvalue,0.5271376
