parameter_id,IMPC_IMM_025_001
pvalue,0.4341024
parameter_name,DN CD25- NKT cells
mouse_strain,C57BL
gene_symbol,Snap23
analysis_id,p71op2xen82pb9p
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
