mouse_life_stage,Late adult
parameter_name,NK Subsets (Q2)
mouse_strain,C57BL
analysis_id,tnern98o1201x68
gene_symbol,Tbl1xr1
parameter_id,IMPC_IMM_055_001
pvalue,0.6292993
gene_accession_id,MGI:2441730
