mouse_life_stage,E12.5
pvalue,0.3143109
mouse_strain,C57BL
parameter_name,center - distance
parameter_id,M-G-P_007_001_010
gene_symbol,Bmi1
gene_accession_id,MGI:88174
analysis_id,b0246w51bg84eb5
