gene_symbol,Mecom
gene_accession_id,MGI:95457
mouse_strain,C3H
parameter_name,CD8 CD44-CD62L+ T cells
pvalue,0.7703763
parameter_id,IMPC_IMM_034_001
mouse_life_stage,Early adult
analysis_id,2jgapt1m228h592
