parameter_id,IMPC_ECH_003_001
mouse_strain,129SV
parameter_name,Stroke Volume
gene_accession_id,MGI:1921802
analysis_id,s375j2qo23692d6
mouse_life_stage,Early adult
pvalue,0.868647
gene_symbol,Nipal3
