parameter_id,IMPC_OFD_020_001
gene_accession_id,MGI:1332236
gene_symbol,Cds2
analysis_id,qtoz3oh868160nx
parameter_name,Distance travelled - total
pvalue,0.8929388
mouse_life_stage,Early adult
mouse_strain,C57BL
