gene_symbol,Galnt13
gene_accession_id,MGI:2139447
analysis_id,1dt1z3oe0bsy780
parameter_name,Neutrophil percentage
parameter_id,MGP_PBI_019_001
mouse_strain,C57BL
pvalue,0.1140283
mouse_life_stage,Late adult
