parameter_id,JAX_OFD_020_001
pvalue,0.4548815
gene_accession_id,MGI:88174
gene_symbol,Bmi1
analysis_id,v4e3616w30am9g6
parameter_name,Distance travelled - total
mouse_strain,C57BL
mouse_life_stage,E12.5
