gene_symbol,Hpca
parameter_id,MGP_MLN_076_001
parameter_name,Naive CD8+ T cells - % of CD45+
gene_accession_id,MGI:1336200
analysis_id,43pw3dv82u70yos
mouse_strain,C58BL
mouse_life_stage,Late adult
pvalue,0.5373385
