gene_symbol,Hspa5
gene_accession_id,MGI:95835
mouse_life_stage,E9.5
analysis_id,4brj0w4u0f5b16c
parameter_name,Stroke Volume
mouse_strain,C57BL
pvalue,0.7005514
parameter_id,IMPC_ECH_003_001
