Parameter_name,Periphery average speed
Mouse_strain,C57BL
analysis_id,048bi4x6r0o3c5g
Mouse_life_stage,Early adult
Gene_accession_id,MGI:1931749
Parameter_id,IMPC_OFD_013_001
Pvalue,0.3648031
Gene_symbol,Pum1
