parameter_id,IMPC_DXA_006_001
pvalue,0.5311262
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
mouse_strain,129SV
gene_symbol,Zmynd8
analysis_id,e1vy9t1m5n4qz63
parameter_name,Body length
