gene_symbol,Plcb1
mouse_life_stage,Late adult
analysis_id,q33946r59pju87s
mouse_strain,C57BL
gene_accession_id,MGI:97613
parameter_name,Liver weight
parameter_id,UCD_OWT_008_001
pvalue,0.589882
