parameter_id,M-G-P_026_001_004
pvalue,0.8488193
parameter_name,Coat colouration
mouse_life_stage,Early adult
analysis_id,q616ysrayuctz49
mouse_strain,C57BL
gene_accession_id,MGI:2673000
gene_symbol,Trim46
