parameter_id,HMGULA_CBC_009_001
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
gene_symbol,Mecom
parameter_name,Calcium
analysis_id,z83z837e456c89h
pvalue,0.8162428
mouse_strain,C3H
