mouse_strain,C57BL
parameter_name,Persistence of hyaloid vascular system
pvalue,0.6819679
mouse_life_stage,Early adult
gene_accession_id,MGI:1914061
gene_symbol,Duoxa2
parameter_id,IMPC_EYE_027_001
analysis_id,a6j704w9p4f9945
