gene_symbol,Dnajc8
pvalue,0.170193
parameter_name,MZB (CD21/35 high)
mouse_strain,C57BL
analysis_id,09875m93454ozc7
parameter_id,IMPC_IMM_071_001
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
