mouse_strain,129SV
parameter_name,Coat - color pattern - back
gene_accession_id,MGI:1332236
gene_symbol,Cds2
mouse_life_stage,Early adult
pvalue,0.5165835
analysis_id,3jm63zs80nsk2l3
parameter_id,IMPC_CSD_008_001
