gene_symbol,Mapkap1
mouse_strain,C57BL
gene_accession_id,MGI:2444554
pvalue,0.1032383
mouse_life_stage,Early adult
parameter_id,MGP_IMM_101_001
analysis_id,d0tl2g2yg3p6da3
parameter_name,KLRG1+ NK cells - % of CD45+
